8.9981324180e+01	-5.1943202180e+00	1.2563729010e+01
8.9894406680e+01	-5.1172256070e+00	1.2595959190e+01
8.9807515030e+01	-5.0180954190e+00	1.2624576590e+01
8.9724804670e+01	-4.8936886470e+00	1.2645867520e+01
8.9654552610e+01	-4.7412966040e+00	1.2653375900e+01
8.9609648810e+01	-4.5628072450e+00	1.2639133650e+01
8.9610781510e+01	-4.3702538310e+00	1.2599111380e+01
8.9650144570e+01	-4.1865319710e+00	1.2543601000e+01
8.9719861770e+01	-4.0039832320e+00	1.2476728490e+01
8.9828100310e+01	-3.8265751210e+00	1.2404795920e+01
8.9966855560e+01	-3.6308721660e+00	1.2327088670e+01
9.0119391460e+01	-3.4067574000e+00	1.2243007120e+01
9.0283318160e+01	-3.1636138790e+00	1.2152676380e+01
9.0461766830e+01	-2.9029016240e+00	1.2053511830e+01
9.0657116890e+01	-2.6222051890e+00	1.1945297560e+01
9.0871915840e+01	-2.3202160730e+00	1.1827316680e+01
9.1107956150e+01	-1.9977413870e+00	1.1698433980e+01
9.1369306030e+01	-1.6522861040e+00	1.1557378160e+01
9.1658878250e+01	-1.2844319830e+00	1.1403628370e+01
9.1980044220e+01	-8.9488349070e-01	1.1235539420e+01
9.2335625610e+01	-4.8585517810e-01	1.1047973010e+01
9.2748736770e+01	-4.0727324480e-02	1.0846870020e+01
9.3198441890e+01	4.1002835190e-01	1.0625491360e+01
9.3726408390e+01	8.9483274830e-01	1.0384037540e+01
9.4308338580e+01	1.3779739580e+00	1.0120721430e+01
9.4953147940e+01	1.8558996150e+00	9.8385650850e+00
9.5715527250e+01	2.3498054120e+00	9.5153237150e+00
9.6558189100e+01	2.8108928090e+00	9.1754824270e+00
9.7511212990e+01	3.2372304470e+00	8.7963425690e+00
9.8581383970e+01	3.6118303790e+00	8.3944857630e+00
9.9752247900e+01	3.9126964320e+00	7.9442621230e+00
1.0096606420e+02	4.1085039650e+00	7.5098351870e+00
1.0208579580e+02	4.1868812210e+00	7.1153204950e+00
1.0313796630e+02	4.1701121930e+00	6.7679247810e+00
1.0411837550e+02	4.0753538170e+00	6.4624896820e+00
1.0502145300e+02	3.9198906400e+00	6.1972436890e+00
1.0582250450e+02	3.7222344870e+00	5.9552240820e+00
1.0657064260e+02	3.4775595740e+00	5.7513141030e+00
1.0724149440e+02	3.2072605290e+00	5.5672423110e+00
1.0783266190e+02	2.9249567950e+00	5.4090053990e+00
1.0836748880e+02	2.6291919850e+00	5.2764322090e+00
1.0884628060e+02	2.3309179860e+00	5.1663731910e+00
1.0928513640e+02	2.0326989140e+00	5.0762678510e+00
1.0967875020e+02	1.7485331640e+00	5.0015120420e+00
1.1003494610e+02	1.4801190890e+00	4.9400618320e+00
1.1035013890e+02	1.2355599130e+00	4.8891778260e+00
1.1065055940e+02	9.9601470630e-01	4.8491263450e+00
1.1092560770e+02	7.7189349530e-01	4.8154230910e+00
1.1117512030e+02	5.7022847470e-01	4.7889098180e+00
1.1139762220e+02	3.9238858860e-01	4.7681317880e+00
1.1159110490e+02	2.3081005970e-01	4.7534104690e+00
1.1175442040e+02	7.6683258270e-02	4.7440159770e+00
1.1189393520e+02	-7.6163949440e-02	4.7379111940e+00
1.1201351500e+02	-2.2687335920e-01	4.7343356930e+00
1.1211224920e+02	-3.6937772580e-01	4.7314832860e+00
1.1219343560e+02	-5.0348785460e-01	4.7290395190e+00
1.1226042900e+02	-6.3018950230e-01	4.7265202940e+00
1.1230118490e+02	-7.5091461950e-01	4.7227572380e+00
1.1230455780e+02	-8.6742321480e-01	4.7201518330e+00
1.1227295630e+02	-9.8077931800e-01	4.7178359710e+00
1.1220891930e+02	-1.0764080540e+00	4.7162836630e+00
1.1211545900e+02	-1.1467254000e+00	4.7200897320e+00
1.1200251860e+02	-1.1826936160e+00	4.7249431410e+00
1.1188950140e+02	-1.1814406350e+00	4.7296778480e+00
1.1177100770e+02	-1.1427545220e+00	4.7345673710e+00
1.1165851220e+02	-1.0795481120e+00	4.7370261290e+00
1.1153397720e+02	-1.0009568390e+00	4.7390109960e+00
1.1139244080e+02	-9.0231411480e-01	4.7393552180e+00
1.1125143800e+02	-7.9378500150e-01	4.7394906390e+00
1.1110475530e+02	-6.7087699450e-01	4.7402101780e+00
1.1096178400e+02	-5.4111840340e-01	4.7457319220e+00
1.1080248980e+02	-3.8775294470e-01	4.7503651770e+00
1.1063113290e+02	-2.2247725680e-01	4.7646694660e+00
1.1042848410e+02	-4.0719489390e-02	4.7879081520e+00
1.1017447590e+02	1.6486726530e-01	4.8176846520e+00
1.0988438640e+02	3.7683833390e-01	4.8549036280e+00
1.0956028680e+02	5.9043157240e-01	4.9017696720e+00
1.0919728780e+02	8.0442690460e-01	4.9601530940e+00
1.0879425300e+02	1.0154699690e+00	5.0320393700e+00
1.0834917190e+02	1.2222709710e+00	5.1201239140e+00
1.0786040250e+02	1.4239247720e+00	5.2269132560e+00
1.0732710860e+02	1.6200041270e+00	5.3557391300e+00
1.0674524300e+02	1.8086873360e+00	5.5070375200e+00
1.0610888340e+02	1.9847141760e+00	5.6799459300e+00
1.0541252170e+02	2.1413169510e+00	5.8759482840e+00
1.0465241580e+02	2.2691931590e+00	6.0990359820e+00
1.0382727650e+02	2.3564138590e+00	6.3546378080e+00
1.0301444930e+02	2.3926852350e+00	6.6514487860e+00
1.0212907270e+02	2.3727340790e+00	6.9756117450e+00
1.0113874890e+02	2.2740414570e+00	7.3343320340e+00
1.0013622610e+02	2.0838889660e+00	7.7252868180e+00
9.9157401900e+01	1.7996497100e+00	8.1193501220e+00
9.8259133840e+01	1.4489286400e+00	8.4925703360e+00
9.7450824840e+01	1.0577148030e+00	8.8398273300e+00
9.6743326380e+01	6.5512346870e-01	9.1537211960e+00
9.6116152430e+01	2.4727644260e-01	9.4410304590e+00
9.5524057560e+01	-1.8562728140e-01	9.7149910030e+00
9.4993212060e+01	-6.1019587360e-01	9.9672225080e+00
9.4513687590e+01	-1.0188195900e+00	1.0199586800e+01
9.4076022040e+01	-1.4132876220e+00	1.0413973280e+01
9.3679161230e+01	-1.7935556710e+00	1.0612046010e+01
9.3321495870e+01	-2.1582841700e+00	1.0793549290e+01
9.2995966690e+01	-2.5124486090e+00	1.0961158120e+01
9.2731503450e+01	-2.8183293120e+00	1.1104977520e+01
9.2491453680e+01	-3.1130363570e+00	1.1239283760e+01
