8.989441e-02	5.117226e-03
8.984792e-02	5.067701e-03
8.980411e-02	5.013628e-03
8.976287e-02	4.955635e-03
8.972480e-02	4.893686e-03
8.969061e-02	4.827661e-03
8.966069e-02	4.757669e-03
8.963553e-02	4.683911e-03
8.961660e-02	4.606620e-03
8.960605e-02	4.526083e-03
8.960483e-02	4.442936e-03
8.961234e-02	4.358265e-03
8.962773e-02	4.272988e-03
8.964994e-02	4.187227e-03
8.967824e-02	4.101192e-03
8.971397e-02	4.016094e-03
8.975866e-02	3.933243e-03
8.981063e-02	3.852127e-03
8.986674e-02	3.771401e-03
8.992496e-02	3.689880e-03
8.998393e-02	3.606451e-03
9.004291e-02	3.520451e-03
9.010234e-02	3.432190e-03
9.016280e-02	3.342103e-03
9.022460e-02	3.250366e-03
9.028781e-02	3.157001e-03
9.035251e-02	3.062020e-03
9.041872e-02	2.965418e-03
9.048644e-02	2.867179e-03
9.055569e-02	2.767303e-03
9.062653e-02	2.665807e-03
9.069901e-02	2.562713e-03
9.077320e-02	2.458048e-03
9.084915e-02	2.351848e-03
9.092694e-02	2.244151e-03
9.100661e-02	2.134981e-03
9.108820e-02	2.024357e-03
9.117173e-02	1.912302e-03
9.125727e-02	1.798851e-03
9.134487e-02	1.684054e-03
9.143460e-02	1.567960e-03
9.152650e-02	1.450622e-03
9.162064e-02	1.332092e-03
9.171707e-02	1.212425e-03
9.181583e-02	1.091675e-03
9.191697e-02	9.698939e-04
9.202051e-02	8.471379e-04
9.212653e-02	7.234847e-04
9.223510e-02	5.990429e-04
9.234632e-02	4.739298e-04
9.246026e-02	3.482538e-04
9.257694e-02	2.220795e-04
9.269637e-02	9.546378e-05
9.281855e-02	-3.153248e-05
9.294352e-02	-1.588049e-04
9.307136e-02	-2.862088e-04
9.320214e-02	-4.135915e-04
9.333594e-02	-5.408042e-04
9.347277e-02	-6.677318e-04
9.361265e-02	-7.942652e-04
9.375558e-02	-9.202927e-04
9.390157e-02	-1.045695e-03
9.405062e-02	-1.170341e-03
9.420274e-02	-1.294092e-03
9.435794e-02	-1.416810e-03
9.451620e-02	-1.538359e-03
9.467752e-02	-1.658617e-03
9.484185e-02	-1.777460e-03
9.500917e-02	-1.894763e-03
9.517944e-02	-2.010378e-03
9.535267e-02	-2.124122e-03
9.552883e-02	-2.235803e-03
9.570789e-02	-2.345231e-03
9.588984e-02	-2.452225e-03
9.607459e-02	-2.556660e-03
9.626204e-02	-2.658429e-03
9.645211e-02	-2.757429e-03
9.664468e-02	-2.853556e-03
9.683966e-02	-2.946722e-03
9.703691e-02	-3.036844e-03
9.723631e-02	-3.123848e-03
9.743775e-02	-3.207662e-03
9.764108e-02	-3.288221e-03
9.784618e-02	-3.365496e-03
9.805289e-02	-3.439484e-03
9.826107e-02	-3.510191e-03
9.847056e-02	-3.577624e-03
9.868122e-02	-3.641797e-03
