x,y
92.3989, 3.26573
92.4026, 3.26174
92.4062, 3.25776
92.4099, 3.25378
92.4136, 3.2498
92.4173, 3.24582
92.421, 3.24184
92.4247, 3.23786
92.4284, 3.23388
92.4321, 3.22991
92.4358, 3.22593
92.4395, 3.22196
92.4432, 3.21798
92.4469, 3.21401
92.4506, 3.21004
92.4543, 3.20607
92.4581, 3.2021
92.4618, 3.19813
92.4655, 3.19416
92.4692, 3.1902
92.4729, 3.18623
92.4766, 3.18227
92.4803, 3.1783
92.484, 3.17434
92.4877, 3.17038
92.4915, 3.16641
92.4952, 3.16245
92.4989, 3.15849
92.5026, 3.15454
92.5063, 3.15058
92.5101, 3.14662
92.5138, 3.14266
92.5175, 3.13871
92.5212, 3.13476
92.525, 3.1308
92.5287, 3.12685
92.5324, 3.1229
92.5361, 3.11895
92.5399, 3.115
92.5436, 3.11105
92.5473, 3.1071
92.5511, 3.10316
92.5548, 3.09921
92.5585, 3.09526
92.5623, 3.09132
92.566, 3.08738
92.5697, 3.08344
92.5735, 3.07949
92.5772, 3.07555
92.5809, 3.07161
92.5847, 3.06768
92.5884, 3.06374
92.5922, 3.0598
92.5959, 3.05586
92.5997, 3.05193
92.6034, 3.048
92.6071, 3.04406
92.6109, 3.04013
92.6146, 3.0362
92.6184, 3.03227
92.6221, 3.02834
92.6259, 3.02441
92.6296, 3.02048
92.6334, 3.01655
92.6371, 3.01263
92.6409, 3.0087
92.6447, 3.00478
92.6484, 3.00085
92.6522, 2.99693
92.6559, 2.99301
92.6597, 2.98909
92.6634, 2.98517
92.6672, 2.98125
92.671, 2.97733
92.6747, 2.97341
92.6785, 2.9695
92.6823, 2.96558
92.686, 2.96167
92.6898, 2.95775
92.6936, 2.95384
92.6973, 2.94993
92.7011, 2.94602
92.7049, 2.94211
92.7086, 2.9382
92.7124, 2.93429
92.7162, 2.93038
92.72, 2.92647
92.7237, 2.92257
92.7275, 2.91866
92.7313, 2.91476
92.7351, 2.91085
92.7388, 2.90695
92.7426, 2.90305
92.7464, 2.89915
92.7502, 2.89525
92.754, 2.89135
92.7577, 2.88745
92.7615, 2.88355
92.7653, 2.87965
92.7691, 2.87576
92.7729, 2.87186
92.7767, 2.86797
92.7805, 2.86408
92.7843, 2.86018
92.788, 2.85629
92.7918, 2.8524
92.7956, 2.84851
92.7994, 2.84462
92.8032, 2.84073
92.807, 2.83685
92.8108, 2.83296
92.8146, 2.82907
92.8184, 2.82519
92.8222, 2.82131
92.826, 2.81742
92.8298, 2.81354
92.8336, 2.80966
92.8374, 2.80578
92.8412, 2.8019
92.845, 2.79802
92.8488, 2.79414
92.8526, 2.79026
92.8564, 2.78639
92.8602, 2.78251
92.864, 2.77864
92.8678, 2.77476
92.8716, 2.77089
92.8754, 2.76702
92.8793, 2.76314
92.8831, 2.75927
92.8869, 2.7554
92.8907, 2.75153
92.8945, 2.74767
92.8983, 2.7438
92.9021, 2.73993
92.906, 2.73607
92.9098, 2.7322
92.9136, 2.72834
92.9174, 2.72447
92.9212, 2.72061
92.925, 2.71675
92.9289, 2.71289
92.9327, 2.70903
92.9365, 2.70517
92.9403, 2.70131
92.9442, 2.69745
92.948, 2.69359
92.9518, 2.68974
92.9556, 2.68588
92.9595, 2.68203
92.9633, 2.67818
92.9671, 2.67432
92.971, 2.67047
92.9748, 2.66662
92.9786, 2.66277
92.9825, 2.65892
92.9863, 2.65507
92.9901, 2.65122
92.994, 2.64737
92.9978, 2.64353
93.0016, 2.63968
93.0055, 2.63584
93.0093, 2.63199
93.0131, 2.62815
93.017, 2.62431
93.0208, 2.62046
93.0247, 2.61662
93.0285, 2.61278
93.0323, 2.60894
93.0362, 2.60511
93.04, 2.60127
93.0439, 2.59743
93.0477, 2.59359
93.0516, 2.58976
93.0554, 2.58592
93.0593, 2.58209
93.0631, 2.57826
93.067, 2.57442
93.0708, 2.57059
93.0747, 2.56676
93.0785, 2.56293
93.0824, 2.5591
93.0862, 2.55527
93.0901, 2.55145
93.0939, 2.54762
93.0978, 2.54379
93.1016, 2.53997
93.1055, 2.53614
93.1094, 2.53232
93.1132, 2.5285
93.1171, 2.52468
93.1209, 2.52085
93.1248, 2.51703
93.1287, 2.51322
93.1325, 2.5094
93.1364, 2.50558
93.1403, 2.50176
93.1441, 2.49795
93.148, 2.49413
93.1519, 2.49031
93.1557, 2.4865
93.1596, 2.48269
93.1635, 2.47888
93.1673, 2.47506
93.1712, 2.47125
93.1751, 2.46744
93.179, 2.46364
93.1828, 2.45983
93.1867, 2.45602
93.1906, 2.45221
93.1945, 2.44841
93.1983, 2.4446
93.2022, 2.4408
93.2061, 2.437
93.21, 2.43319
93.2138, 2.42939
93.2177, 2.42559
93.2216, 2.42179
93.2255, 2.41799
93.2294, 2.41419
93.2333, 2.4104
93.2371, 2.4066
93.241, 2.4028
93.2449, 2.39901
93.2488, 2.39522
93.2527, 2.39142
93.2566, 2.38763
93.2605, 2.38384
93.2644, 2.38005
93.2682, 2.37626
93.2721, 2.37247
93.276, 2.36868
93.2799, 2.36489
93.2838, 2.36111
93.2877, 2.35732
93.2916, 2.35354
93.2955, 2.34975
93.2994, 2.34597
93.3033, 2.34219
93.3072, 2.33841
93.3111, 2.33463
93.315, 2.33085
93.3189, 2.32707
93.3228, 2.32329
93.3267, 2.31951
93.3306, 2.31574
93.3345, 2.31196
93.3384, 2.30819
93.3423, 2.30441
93.3462, 2.30064
93.3502, 2.29687
93.3541, 2.2931
93.358, 2.28933
93.3619, 2.28556
93.3658, 2.28179
93.3697, 2.27802
93.3736, 2.27426
93.3775, 2.27049
93.3815, 2.26672
93.3854, 2.26296
93.3893, 2.2592
93.3932, 2.25543
93.3971, 2.25167
93.401, 2.24791
93.405, 2.24415
93.4089, 2.24039
93.4128, 2.23664
93.4167, 2.23288
93.4207, 2.22912
93.4246, 2.22537
93.4285, 2.22161
93.4324, 2.21786
93.4364, 2.21411
93.4403, 2.21035
93.4442, 2.2066
93.4481, 2.20285
93.4521, 2.1991
93.456, 2.19536
93.4599, 2.19161
93.4639, 2.18786
93.4678, 2.18412
93.4717, 2.18037
93.4757, 2.17663
93.4796, 2.17288
93.4835, 2.16914
93.4875, 2.1654
93.4914, 2.16166
93.4954, 2.15792
93.4993, 2.15418
93.5032, 2.15045
93.5072, 2.14671
93.5111, 2.14297
93.5151, 2.13924
93.519, 2.1355
93.523, 2.13177
93.5269, 2.12804
93.5309, 2.12431
93.5348, 2.12058
93.5388, 2.11685
93.5427, 2.11312
93.5467, 2.10939
93.5506, 2.10566
93.5546, 2.10194
93.5585, 2.09821
93.5625, 2.09449
93.5664, 2.09077
93.5704, 2.08704
93.5743, 2.08332
93.5783, 2.0796
93.5823, 2.07588
93.5862, 2.07216
93.5902, 2.06845
93.5941, 2.06473
93.5981, 2.06101
93.6021, 2.0573
93.606, 2.05359
93.61, 2.04987
93.6139, 2.04616
93.6179, 2.04245
93.6219, 2.03874
93.6258, 2.03503
93.6298, 2.03132
93.6338, 2.02761
93.6378, 2.02391
93.6417, 2.0202
93.6457, 2.0165
93.6497, 2.01279
93.6536, 2.00909
93.6576, 2.00539
93.6616, 2.00169
93.6656, 1.99799
93.6696, 1.99429
93.6735, 1.99059
93.6775, 1.98689
93.6815, 1.9832
93.6855, 1.9795
93.6895, 1.97581
93.6934, 1.97211
93.6974, 1.96842
93.7014, 1.96473
93.7054, 1.96104
93.7094, 1.95735
93.7134, 1.95366
93.7174, 1.94997
93.7213, 1.94628
93.7253, 1.9426
93.7293, 1.93891
93.7333, 1.93523
93.7373, 1.93155
93.7413, 1.92786
93.7453, 1.92418
93.7493, 1.9205
93.7533, 1.91682
93.7573, 1.91315
93.7613, 1.90947
93.7653, 1.90579
93.7693, 1.90212
93.7733, 1.89844
93.7773, 1.89477
93.7813, 1.8911
93.7853, 1.88742
93.7893, 1.88375
93.7933, 1.88008
93.7973, 1.87642
93.8013, 1.87275
93.8053, 1.86908
93.8093, 1.86541
93.8133, 1.86175
93.8173, 1.85809
93.8214, 1.85442
93.8254, 1.85076
93.8294, 1.8471
93.8334, 1.84344
93.8374, 1.83978
93.8414, 1.83612
93.8454, 1.83247
93.8495, 1.82881
93.8535, 1.82515
93.8575, 1.8215
93.8615, 1.81785
93.8655, 1.81419
93.8696, 1.81054
93.8736, 1.80689
93.8776, 1.80324
93.8816, 1.79959
93.8856, 1.79595
93.8897, 1.7923
93.8937, 1.78865
93.8977, 1.78501
93.9018, 1.78137
93.9058, 1.77772
93.9098, 1.77408
93.9138, 1.77044
93.9179, 1.7668
93.9219, 1.76316
93.9259, 1.75953
93.93, 1.75589
93.934, 1.75225
93.9381, 1.74862
93.9421, 1.74498
93.9461, 1.74135
93.9502, 1.73772
93.9542, 1.73409
93.9582, 1.73046
93.9623, 1.72683
93.9663, 1.7232
93.9704, 1.71957
93.9744, 1.71595
93.9785, 1.71232
93.9825, 1.7087
93.9866, 1.70508
93.9906, 1.70145
93.9947, 1.69783
93.9987, 1.69421
94.0028, 1.69059
94.0068, 1.68698
94.0109, 1.68336
94.0149, 1.67974
94.019, 1.67613
94.023, 1.67251
94.0271, 1.6689
94.0311, 1.66529
94.0352, 1.66168
94.0393, 1.65807
94.0433, 1.65446
94.0474, 1.65085
94.0514, 1.64724
94.0555, 1.64364
94.0596, 1.64003
94.0636, 1.63643
94.0677, 1.63282
94.0718, 1.62922
94.0758, 1.62562
94.0799, 1.62202
94.084, 1.61842
94.088, 1.61482
94.0921, 1.61122
94.0962, 1.60763
94.1002, 1.60403
94.1043, 1.60044
94.1084, 1.59685
94.1125, 1.59325
94.1165, 1.58966
94.1206, 1.58607
94.1247, 1.58248
94.1288, 1.57889
94.1328, 1.57531
94.1369, 1.57172
94.141, 1.56814
94.1451, 1.56455
94.1492, 1.56097
94.1533, 1.55739
94.1573, 1.55381
94.1614, 1.55023
94.1655, 1.54665
94.1696, 1.54307
94.1737, 1.53949
94.1778, 1.53591
94.1819, 1.53234
94.186, 1.52877
94.19, 1.52519
94.1941, 1.52162
94.1982, 1.51805
94.2023, 1.51448
94.2064, 1.51091
94.2105, 1.50734
94.2146, 1.50378
94.2187, 1.50021
94.2228, 1.49664
94.2269, 1.49308
94.231, 1.48952
94.2351, 1.48596
94.2392, 1.48239
94.2433, 1.47883
94.2474, 1.47528
94.2515, 1.47172
94.2556, 1.46816
94.2597, 1.46461
94.2638, 1.46105
94.2679, 1.4575
94.2721, 1.45394
94.2762, 1.45039
94.2803, 1.44684
94.2844, 1.44329
94.2885, 1.43974
94.2926, 1.4362
94.2967, 1.43265
94.3008, 1.4291
94.305, 1.42556
94.3091, 1.42202
94.3132, 1.41847
94.3173, 1.41493
94.3214, 1.41139
94.3256, 1.40785
94.3297, 1.40431
94.3338, 1.40078
94.3379, 1.39724
94.342, 1.3937
94.3462, 1.39017
94.3503, 1.38664
94.3544, 1.38311
94.3586, 1.37957
94.3627, 1.37604
94.3668, 1.37252
94.3709, 1.36899
94.3751, 1.36546
94.3792, 1.36193
94.3833, 1.35841
94.3875, 1.35489
94.3916, 1.35136
94.3957, 1.34784
94.3999, 1.34432
94.404, 1.3408
94.4082, 1.33728
94.4123, 1.33376
94.4164, 1.33025
94.4206, 1.32673
94.4247, 1.32322
94.4289, 1.3197
94.433, 1.31619
94.4371, 1.31268
94.4413, 1.30917
94.4454, 1.30566
94.4496, 1.30215
94.4537, 1.29865
94.4579, 1.29514
94.462, 1.29164
94.4662, 1.28813
94.4703, 1.28463
94.4745, 1.28113
94.4786, 1.27763
94.4828, 1.27413
94.487, 1.27063
94.4911, 1.26713
94.4953, 1.26363
94.4994, 1.26014
94.5036, 1.25664
94.5077, 1.25315
94.5119, 1.24966
94.5161, 1.24617
94.5202, 1.24268
94.5244, 1.23919
94.5286, 1.2357
94.5327, 1.23221
94.5369, 1.22872
94.5411, 1.22524
94.5452, 1.22176
94.5494, 1.21827
94.5536, 1.21479
94.5577, 1.21131
94.5619, 1.20783
94.5661, 1.20435
94.5702, 1.20088
94.5744, 1.1974
94.5786, 1.19392
94.5828, 1.19045
94.5869, 1.18698
94.5911, 1.1835
94.5953, 1.18003
94.5995, 1.17656
94.6037, 1.17309
94.6078, 1.16963
94.612, 1.16616
94.6162, 1.16269
94.6204, 1.15923
94.6246, 1.15577
94.6288, 1.1523
94.6329, 1.14884
94.6371, 1.14538
94.6413, 1.14192
94.6455, 1.13847
94.6497, 1.13501
94.6539, 1.13155
94.6581, 1.1281
94.6623, 1.12464
94.6665, 1.12119
94.6707, 1.11774
94.6749, 1.11429
94.6791, 1.11084
94.6833, 1.10739
94.6875, 1.10394
94.6917, 1.1005
94.6959, 1.09705
94.7001, 1.09361
94.7043, 1.09017
94.7085, 1.08673
94.7127, 1.08328
94.7169, 1.07985
94.7211, 1.07641
94.7253, 1.07297
94.7295, 1.06953
94.7337, 1.0661
94.7379, 1.06266
94.7421, 1.05923
94.7463, 1.0558
94.7505, 1.05237
94.7547, 1.04894
94.759, 1.04551
94.7632, 1.04208
94.7674, 1.03866
94.7716, 1.03523
94.7758, 1.03181
94.78, 1.02839
94.7843, 1.02496
94.7885, 1.02154
94.7927, 1.01812
94.7969, 1.0147
94.8011, 1.01129
94.8054, 1.00787
94.8096, 1.00446
94.8138, 1.00104
94.818, 0.997629
94.8223, 0.994218
94.8265, 0.990807
94.8307, 0.987398
94.835, 0.983989
94.8392, 0.980582
94.8434, 0.977176
94.8476, 0.973771
94.8519, 0.970367
94.8561, 0.966964
94.8604, 0.963563
94.8646, 0.960162
94.8688, 0.956763
94.8731, 0.953364
94.8773, 0.949967
94.8815, 0.946571
94.8858, 0.943176
94.89, 0.939783
94.8943, 0.93639
94.8985, 0.932999
94.9028, 0.929608
94.907, 0.926219
94.9112, 0.922831
94.9155, 0.919444
94.9197, 0.916058
94.924, 0.912674
94.9282, 0.90929
94.9325, 0.905908
94.9367, 0.902526
94.941, 0.899146
94.9452, 0.895767
94.9495, 0.89239
94.9537, 0.889013
94.958, 0.885637
94.9623, 0.882263
94.9665, 0.87889
94.9708, 0.875518
94.975, 0.872147
94.9793, 0.868777
94.9836, 0.865408
94.9878, 0.862041
94.9921, 0.858675
94.9963, 0.855309
95.0006, 0.851945
95.0049, 0.848583
95.0091, 0.845221
95.0134, 0.84186
95.0177, 0.838501
95.022, 0.835143
95.0262, 0.831786
95.0305, 0.82843
95.0348, 0.825075
95.039, 0.821721
95.0433, 0.818369
95.0476, 0.815017
95.0519, 0.811667
95.0561, 0.808318
95.0604, 0.804971
95.0647, 0.801624
95.069, 0.798278
95.0733, 0.794934
95.0775, 0.791591
95.0818, 0.788249
95.0861, 0.784908
95.0904, 0.781569
95.0947, 0.77823
95.099, 0.774893
95.1032, 0.771557
95.1075, 0.768222
95.1118, 0.764888
95.1161, 0.761555
95.1204, 0.758224
95.1247, 0.754894
95.129, 0.751565
95.1333, 0.748237
95.1376, 0.74491
95.1419, 0.741584
95.1462, 0.73826
95.1505, 0.734937
95.1548, 0.731615
95.1591, 0.728294
95.1634, 0.724975
95.1677, 0.721656
95.172, 0.718339
95.1763, 0.715023
95.1806, 0.711708
95.1849, 0.708394
95.1892, 0.705082
95.1935, 0.70177
95.1978, 0.69846
95.2021, 0.695151
95.2064, 0.691843
95.2107, 0.688537
95.215, 0.685232
95.2193, 0.681927
95.2236, 0.678624
95.228, 0.675323
95.2323, 0.672022
95.2366, 0.668723
95.2409, 0.665424
95.2452, 0.662127
95.2495, 0.658832
95.2539, 0.655537
95.2582, 0.652244
95.2625, 0.648951
95.2668, 0.645661
95.2711, 0.642371
95.2755, 0.639082
95.2798, 0.635795
95.2841, 0.632509
95.2884, 0.629224
95.2928, 0.62594
95.2971, 0.622657
95.3014, 0.619376
95.3058, 0.616096
95.3101, 0.612817
95.3144, 0.609539
95.3188, 0.606263
95.3231, 0.602988
95.3274, 0.599714
95.3318, 0.596441
95.3361, 0.593169
95.3404, 0.589899
95.3448, 0.58663
95.3491, 0.583362
95.3535, 0.580095
95.3578, 0.57683
95.3621, 0.573565
95.3665, 0.570302
95.3708, 0.567041
95.3752, 0.56378
95.3795, 0.560521
95.3839, 0.557262
95.3882, 0.554006
95.3926, 0.55075
95.3969, 0.547495
95.4013, 0.544242
95.4056, 0.54099
95.41, 0.537739
95.4143, 0.53449
95.4187, 0.531242
95.423, 0.527995
95.4274, 0.524749
95.4317, 0.521504
95.4361, 0.518261
95.4404, 0.515019
95.4448, 0.511778
95.4492, 0.508538
95.4535, 0.5053
95.4579, 0.502063
95.4623, 0.498827
95.4666, 0.495593
95.471, 0.492359
95.4753, 0.489127
95.4797, 0.485896
95.4841, 0.482667
95.4885, 0.479438
95.4928, 0.476211
95.4972, 0.472985
95.5016, 0.469761
95.5059, 0.466537
95.5103, 0.463315
95.5147, 0.460094
95.5191, 0.456875
95.5234, 0.453656
95.5278, 0.450439
95.5322, 0.447223
95.5366, 0.444009
95.5409, 0.440795
95.5453, 0.437583
95.5497, 0.434373
95.5541, 0.431163
95.5585, 0.427955
95.5629, 0.424748
95.5672, 0.421542
95.5716, 0.418338
95.576, 0.415134
95.5804, 0.411933
95.5848, 0.408732
95.5892, 0.405533
95.5936, 0.402334
95.598, 0.399138
95.6024, 0.395942
95.6068, 0.392748
95.6112, 0.389555
95.6155, 0.386363
95.6199, 0.383173
95.6243, 0.379983
95.6287, 0.376796
95.6331, 0.373609
95.6375, 0.370424
95.6419, 0.36724
95.6463, 0.364057
95.6507, 0.360875
95.6551, 0.357695
95.6596, 0.354516
95.664, 0.351339
95.6684, 0.348162
95.6728, 0.344987
95.6772, 0.341813
95.6816, 0.338641
95.686, 0.33547
95.6904, 0.3323
95.6948, 0.329131
95.6992, 0.325964
95.7037, 0.322798
95.7081, 0.319633
95.7125, 0.31647
95.7169, 0.313308
95.7213, 0.310147
95.7257, 0.306987
95.7302, 0.303829
95.7346, 0.300672
95.739, 0.297517
95.7434, 0.294362
95.7478, 0.291209
95.7523, 0.288058
95.7567, 0.284907
95.7611, 0.281758
95.7655, 0.27861
95.77, 0.275464
95.7744, 0.272319
95.7788, 0.269175
95.7833, 0.266032
95.7877, 0.262891
95.7921, 0.259751
95.7966, 0.256612
95.801, 0.253475
95.8054, 0.250339
95.8099, 0.247204
95.8143, 0.244071
95.8187, 0.240939
95.8232, 0.237808
95.8276, 0.234679
95.8321, 0.231551
95.8365, 0.228424
95.8409, 0.225299
95.8454, 0.222175
95.8498, 0.219052
95.8543, 0.21593
95.8587, 0.21281
95.8632, 0.209691
95.8676, 0.206574
95.8721, 0.203458
95.8765, 0.200343
95.881, 0.19723
95.8854, 0.194117
95.8899, 0.191007
95.8943, 0.187897
95.8988, 0.184789
95.9032, 0.181682
95.9077, 0.178577
95.9122, 0.175472
95.9166, 0.17237
95.9211, 0.169268
95.9255, 0.166168
95.93, 0.163069
95.9345, 0.159972
95.9389, 0.156876
95.9434, 0.153781
95.9479, 0.150688
95.9523, 0.147596
95.9568, 0.144505
95.9613, 0.141415
