x,y
95.9657, 0.138327
95.9702, 0.135241
95.9747, 0.132155
95.9791, 0.129071
95.9836, 0.125989
95.9881, 0.122908
95.9926, 0.119828
95.997, 0.116749
96.0015, 0.113672
96.006, 0.110596
96.0105, 0.107522
96.015, 0.104448
96.0194, 0.101377
96.0239, 0.0983063
96.0284, 0.0952372
96.0329, 0.0921695
96.0374, 0.0891032
96.0418, 0.0860383
96.0463, 0.0829747
96.0508, 0.0799125
96.0553, 0.0768516
96.0598, 0.0737921
96.0643, 0.070734
96.0688, 0.0676773
96.0733, 0.0646219
96.0778, 0.0615679
96.0823, 0.0585153
96.0867, 0.0554641
96.0912, 0.0524142
96.0957, 0.0493657
96.1002, 0.0463186
96.1047, 0.0432729
96.1092, 0.0402285
96.1137, 0.0371856
96.1182, 0.034144
96.1227, 0.0311038
96.1272, 0.028065
96.1317, 0.0250275
96.1362, 0.0219915
96.1408, 0.0189569
96.1453, 0.0159236
96.1498, 0.0128917
96.1543, 0.00986127
96.1588, 0.00683219
96.1633, 0.0038045
96.1678, 0.000778211
96.1723, -0.00224669
96.1768, -0.00527018
96.1813, -0.00829228
96.1859, -0.011313
96.1904, -0.0143323
96.1949, -0.0173502
96.1994, -0.0203667
96.2039, -0.0233818
96.2084, -0.0263955
96.213, -0.0294077
96.2175, -0.0324186
96.222, -0.0354281
96.2265, -0.0384361
96.2311, -0.0414428
96.2356, -0.044448
96.2401, -0.0474519
96.2446, -0.0504543
96.2492, -0.0534553
96.2537, -0.0564548
96.2582, -0.059453
96.2628, -0.0624498
96.2673, -0.0654451
96.2718, -0.068439
96.2764, -0.0714315
96.2809, -0.0744226
96.2854, -0.0774122
96.29, -0.0804004
96.2945, -0.0833872
96.299, -0.0863726
96.3036, -0.0893565
96.3081, -0.0923391
96.3127, -0.0953201
96.3172, -0.0982998
96.3217, -0.101278
96.3263, -0.104255
96.3308, -0.10723
96.3354, -0.110204
96.3399, -0.113177
96.3445, -0.116148
96.349, -0.119117
96.3536, -0.122085
96.3581, -0.125052
96.3627, -0.128017
96.3672, -0.130981
96.3718, -0.133944
96.3763, -0.136905
96.3809, -0.139864
96.3854, -0.142822
96.39, -0.145779
96.3946, -0.148734
96.3991, -0.151688
96.4037, -0.15464
96.4082, -0.157591
96.4128, -0.16054
96.4174, -0.163488
96.4219, -0.166435
96.4265, -0.16938
96.4311, -0.172323
96.4356, -0.175265
96.4402, -0.178206
96.4448, -0.181145
96.4493, -0.184083
96.4539, -0.187019
96.4585, -0.189954
96.463, -0.192887
96.4676, -0.195819
96.4722, -0.19875
96.4768, -0.201679
96.4813, -0.204606
96.4859, -0.207532
96.4905, -0.210457
96.4951, -0.21338
96.4997, -0.216301
96.5042, -0.219221
96.5088, -0.22214
96.5134, -0.225057
96.518, -0.227973
96.5226, -0.230887
96.5272, -0.2338
96.5317, -0.236711
96.5363, -0.239621
96.5409, -0.242529
96.5455, -0.245436
96.5501, -0.248341
96.5547, -0.251245
96.5593, -0.254147
96.5639, -0.257048
96.5685, -0.259947
96.5731, -0.262845
96.5777, -0.265742
96.5822, -0.268637
96.5868, -0.27153
96.5914, -0.274422
96.596, -0.277312
96.6006, -0.280201
96.6052, -0.283089
96.6098, -0.285974
96.6145, -0.288859
96.6191, -0.291742
96.6237, -0.294623
96.6283, -0.297503
96.6329, -0.300382
96.6375, -0.303258
96.6421, -0.306134
96.6467, -0.309008
96.6513, -0.31188
96.6559, -0.314751
96.6605, -0.31762
96.6651, -0.320488
96.6698, -0.323355
96.6744, -0.326219
96.679, -0.329083
96.6836, -0.331945
96.6882, -0.334805
96.6928, -0.337664
96.6975, -0.340521
96.7021, -0.343377
96.7067, -0.346231
96.7113, -0.349083
96.716, -0.351935
96.7206, -0.354784
96.7252, -0.357632
96.7298, -0.360479
96.7345, -0.363324
96.7391, -0.366168
96.7437, -0.36901
96.7484, -0.37185
96.753, -0.374689
96.7576, -0.377526
96.7622, -0.380362
96.7669, -0.383197
96.7715, -0.386029
96.7762, -0.388861
96.7808, -0.39169
96.7854, -0.394519
96.7901, -0.397345
96.7947, -0.40017
96.7993, -0.402994
96.804, -0.405816
96.8086, -0.408637
96.8133, -0.411455
96.8179, -0.414273
96.8226, -0.417089
96.8272, -0.419903
96.8319, -0.422716
96.8365, -0.425527
96.8412, -0.428337
96.8458, -0.431145
96.8505, -0.433951
96.8551, -0.436756
96.8598, -0.43956
96.8644, -0.442362
96.8691, -0.445162
96.8737, -0.447961
96.8784, -0.450758
96.883, -0.453553
96.8877, -0.456347
96.8924, -0.45914
96.897, -0.461931
96.9017, -0.46472
96.9063, -0.467508
96.911, -0.470294
96.9157, -0.473079
96.9203, -0.475862
96.925, -0.478643
96.9297, -0.481423
96.9343, -0.484202
96.939, -0.486978
96.9437, -0.489754
96.9484, -0.492527
96.953, -0.495299
96.9577, -0.49807
96.9624, -0.500838
96.967, -0.503606
96.9717, -0.506371
96.9764, -0.509136
96.9811, -0.511898
96.9858, -0.514659
96.9904, -0.517418
96.9951, -0.520176
96.9998, -0.522932
97.0045, -0.525687
97.0092, -0.52844
97.0138, -0.531191
97.0185, -0.533941
97.0232, -0.536689
97.0279, -0.539435
97.0326, -0.54218
97.0373, -0.544924
97.042, -0.547665
97.0467, -0.550406
97.0514, -0.553144
97.056, -0.555881
97.0607, -0.558616
97.0654, -0.56135
97.0701, -0.564082
97.0748, -0.566813
97.0795, -0.569541
97.0842, -0.572269
97.0889, -0.574994
97.0936, -0.577718
97.0983, -0.580441
97.103, -0.583161
97.1077, -0.585881
97.1124, -0.588598
97.1171, -0.591314
97.1218, -0.594028
97.1265, -0.596741
97.1313, -0.599452
97.136, -0.602161
97.1407, -0.604869
97.1454, -0.607575
97.1501, -0.61028
97.1548, -0.612983
97.1595, -0.615684
97.1642, -0.618384
97.1689, -0.621081
97.1737, -0.623778
97.1784, -0.626472
97.1831, -0.629166
97.1878, -0.631857
97.1925, -0.634547
97.1973, -0.637235
97.202, -0.639921
97.2067, -0.642606
97.2114, -0.645289
97.2161, -0.647971
97.2209, -0.650651
97.2256, -0.653329
97.2303, -0.656005
97.2351, -0.65868
97.2398, -0.661354
97.2445, -0.664025
97.2492, -0.666695
97.254, -0.669363
97.2587, -0.67203
97.2634, -0.674695
97.2682, -0.677358
97.2729, -0.68002
97.2776, -0.68268
97.2824, -0.685338
97.2871, -0.687995
97.2919, -0.69065
97.2966, -0.693303
97.3013, -0.695955
97.3061, -0.698605
97.3108, -0.701253
97.3156, -0.7039
97.3203, -0.706545
97.3251, -0.709188
97.3298, -0.71183
97.3346, -0.714469
97.3393, -0.717108
97.3441, -0.719744
97.3488, -0.722379
97.3536, -0.725012
97.3583, -0.727644
97.3631, -0.730274
97.3678, -0.732902
97.3726, -0.735528
97.3773, -0.738153
97.3821, -0.740776
97.3868, -0.743397
97.3916, -0.746017
97.3964, -0.748635
97.4011, -0.751251
97.4059, -0.753866
97.4107, -0.756479
97.4154, -0.75909
97.4202, -0.761699
97.4249, -0.764307
97.4297, -0.766913
97.4345, -0.769517
97.4392, -0.77212
97.444, -0.774721
97.4488, -0.77732
97.4536, -0.779918
97.4583, -0.782514
97.4631, -0.785108
97.4679, -0.7877
97.4727, -0.790291
97.4774, -0.79288
97.4822, -0.795467
97.487, -0.798052
97.4918, -0.800636
97.4965, -0.803218
97.5013, -0.805799
97.5061, -0.808377
97.5109, -0.810954
97.5157, -0.81353
97.5205, -0.816103
97.5252, -0.818675
97.53, -0.821245
97.5348, -0.823813
97.5396, -0.82638
97.5444, -0.828944
97.5492, -0.831508
97.554, -0.834069
97.5588, -0.836628
97.5636, -0.839186
97.5683, -0.841743
97.5731, -0.844297
97.5779, -0.84685
97.5827, -0.8494
97.5875, -0.85195
97.5923, -0.854497
97.5971, -0.857043
97.6019, -0.859587
97.6067, -0.862129
97.6115, -0.864669
97.6163, -0.867208
97.6211, -0.869745
97.6259, -0.87228
97.6307, -0.874814
97.6356, -0.877345
97.6404, -0.879875
97.6452, -0.882403
97.65, -0.88493
97.6548, -0.887454
97.6596, -0.889977
97.6644, -0.892498
97.6692, -0.895018
97.674, -0.897535
97.6789, -0.900051
97.6837, -0.902565
97.6885, -0.905078
97.6933, -0.907588
97.6981, -0.910097
97.7029, -0.912604
97.7078, -0.915109
97.7126, -0.917612
97.7174, -0.920114
97.7222, -0.922614
97.727, -0.925112
97.7319, -0.927608
97.7367, -0.930103
97.7415, -0.932595
97.7464, -0.935086
97.7512, -0.937576
97.756, -0.940063
97.7608, -0.942548
97.7657, -0.945032
97.7705, -0.947514
97.7753, -0.949994
97.7802, -0.952473
97.785, -0.954949
97.7898, -0.957424
97.7947, -0.959897
97.7995, -0.962368
97.8044, -0.964838
97.8092, -0.967305
97.814, -0.969771
97.8189, -0.972235
97.8237, -0.974697
97.8286, -0.977158
97.8334, -0.979616
97.8383, -0.982073
97.8431, -0.984528
97.848, -0.986981
97.8528, -0.989432
97.8576, -0.991882
97.8625, -0.99433
97.8673, -0.996775
97.8722, -0.999219
97.8771, -1.00166
97.8819, -1.0041
97.8868, -1.00654
97.8916, -1.00898
97.8965, -1.01141
97.9013, -1.01385
97.9062, -1.01628
97.911, -1.01871
97.9159, -1.02113
97.9208, -1.02356
97.9256, -1.02598
97.9305, -1.02841
97.9354, -1.03083
97.9402, -1.03324
97.9451, -1.03566
97.95, -1.03808
97.9548, -1.04049
97.9597, -1.0429
97.9646, -1.04531
97.9694, -1.04772
97.9743, -1.05012
97.9792, -1.05252
97.984, -1.05493
97.9889, -1.05733
97.9938, -1.05972
97.9987, -1.06212
98.0035, -1.06452
98.0084, -1.06691
98.0133, -1.0693
98.0182, -1.07169
98.0231, -1.07407
98.0279, -1.07646
98.0328, -1.07884
98.0377, -1.08122
98.0426, -1.0836
98.0475, -1.08598
98.0524, -1.08836
98.0572, -1.09073
98.0621, -1.0931
98.067, -1.09547
98.0719, -1.09784
98.0768, -1.10021
98.0817, -1.10257
98.0866, -1.10493
98.0915, -1.1073
98.0964, -1.10965
98.1013, -1.11201
98.1062, -1.11437
98.1111, -1.11672
98.116, -1.11907
98.1208, -1.12142
98.1257, -1.12377
98.1306, -1.12611
98.1355, -1.12846
98.1405, -1.1308
98.1454, -1.13314
98.1503, -1.13548
98.1552, -1.13781
98.1601, -1.14015
98.165, -1.14248
98.1699, -1.14481
98.1748, -1.14714
98.1797, -1.14947
98.1846, -1.15179
98.1895, -1.15411
98.1944, -1.15643
98.1993, -1.15875
98.2043, -1.16107
98.2092, -1.16338
98.2141, -1.1657
98.219, -1.16801
98.2239, -1.17032
98.2288, -1.17263
98.2338, -1.17493
98.2387, -1.17724
98.2436, -1.17954
98.2485, -1.18184
98.2534, -1.18414
98.2584, -1.18643
98.2633, -1.18873
98.2682, -1.19102
98.2731, -1.19331
98.2781, -1.1956
98.283, -1.19788
98.2879, -1.20017
98.2929, -1.20245
98.2978, -1.20473
98.3027, -1.20701
98.3076, -1.20929
98.3126, -1.21156
98.3175, -1.21383
98.3225, -1.2161
98.3274, -1.21837
98.3323, -1.22064
98.3373, -1.2229
98.3422, -1.22517
98.3471, -1.22743
98.3521, -1.22969
98.357, -1.23195
98.362, -1.2342
98.3669, -1.23645
98.3719, -1.2387
98.3768, -1.24095
98.3817, -1.2432
98.3867, -1.24545
98.3916, -1.24769
98.3966, -1.24993
98.4015, -1.25217
98.4065, -1.25441
98.4114, -1.25665
98.4164, -1.25888
98.4213, -1.26111
98.4263, -1.26334
98.4313, -1.26557
98.4362, -1.26779
98.4412, -1.27002
98.4461, -1.27224
98.4511, -1.27446
98.456, -1.27668
98.461, -1.27889
98.466, -1.28111
98.4709, -1.28332
98.4759, -1.28553
98.4808, -1.28774
98.4858, -1.28994
98.4908, -1.29215
98.4957, -1.29435
98.5007, -1.29655
98.5057, -1.29875
98.5106, -1.30094
98.5156, -1.30314
98.5206, -1.30533
98.5256, -1.30752
98.5305, -1.30971
98.5355, -1.31189
98.5405, -1.31408
98.5455, -1.31626
98.5504, -1.31844
98.5554, -1.32062
98.5604, -1.32279
98.5654, -1.32497
98.5703, -1.32714
98.5753, -1.32931
98.5803, -1.33148
98.5853, -1.33364
98.5903, -1.33581
98.5953, -1.33797
98.6002, -1.34013
98.6052, -1.34229
98.6102, -1.34444
98.6152, -1.3466
98.6202, -1.34875
98.6252, -1.3509
98.6302, -1.35305
98.6352, -1.35519
98.6402, -1.35734
98.6451, -1.35948
98.6501, -1.36162
98.6551, -1.36375
98.6601, -1.36589
98.6651, -1.36802
98.6701, -1.37015
98.6751, -1.37228
98.6801, -1.37441
98.6851, -1.37654
98.6901, -1.37866
98.6951, -1.38078
98.7001, -1.3829
98.7051, -1.38502
98.7101, -1.38713
98.7151, -1.38925
98.7201, -1.39136
98.7251, -1.39347
98.7302, -1.39557
98.7352, -1.39768
98.7402, -1.39978
98.7452, -1.40188
98.7502, -1.40398
98.7552, -1.40608
98.7602, -1.40817
98.7652, -1.41026
98.7702, -1.41235
98.7753, -1.41444
98.7803, -1.41653
98.7853, -1.41861
98.7903, -1.42069
98.7953, -1.42277
98.8004, -1.42485
98.8054, -1.42693
98.8104, -1.429
98.8154, -1.43107
98.8204, -1.43314
98.8255, -1.43521
98.8305, -1.43728
98.8355, -1.43934
98.8405, -1.4414
98.8456, -1.44346
98.8506, -1.44552
98.8556, -1.44757
98.8607, -1.44963
98.8657, -1.45168
98.8707, -1.45373
98.8757, -1.45577
98.8808, -1.45782
98.8858, -1.45986
98.8909, -1.4619
98.8959, -1.46394
98.9009, -1.46597
98.906, -1.46801
98.911, -1.47004
98.916, -1.47207
98.9211, -1.4741
98.9261, -1.47612
98.9312, -1.47815
98.9362, -1.48017
98.9412, -1.48219
98.9463, -1.4842
98.9513, -1.48622
98.9564, -1.48823
98.9614, -1.49024
98.9665, -1.49225
98.9715, -1.49426
98.9766, -1.49626
98.9816, -1.49826
98.9867, -1.50026
98.9917, -1.50226
98.9968, -1.50426
99.0018, -1.50625
99.0069, -1.50824
99.0119, -1.51023
99.017, -1.51222
99.0221, -1.51421
99.0271, -1.51619
99.0322, -1.51817
99.0372, -1.52015
99.0423, -1.52213
99.0474, -1.5241
99.0524, -1.52607
99.0575, -1.52804
99.0625, -1.53001
99.0676, -1.53198
99.0727, -1.53394
99.0777, -1.5359
99.0828, -1.53786
99.0879, -1.53982
99.0929, -1.54177
99.098, -1.54373
99.1031, -1.54568
99.1082, -1.54763
99.1132, -1.54957
99.1183, -1.55152
99.1234, -1.55346
99.1284, -1.5554
99.1335, -1.55734
99.1386, -1.55927
99.1437, -1.56121
99.1488, -1.56314
99.1538, -1.56507
99.1589, -1.56699
99.164, -1.56892
99.1691, -1.57084
99.1742, -1.57276
99.1792, -1.57468
99.1843, -1.5766
99.1894, -1.57851
99.1945, -1.58042
99.1996, -1.58233
99.2047, -1.58424
99.2098, -1.58614
99.2148, -1.58805
99.2199, -1.58995
99.225, -1.59185
99.2301, -1.59374
99.2352, -1.59564
99.2403, -1.59753
99.2454, -1.59942
99.2505, -1.6013
99.2556, -1.60319
99.2607, -1.60507
99.2658, -1.60695
99.2709, -1.60883
99.276, -1.61071
99.2811, -1.61258
99.2862, -1.61446
99.2913, -1.61633
99.2964, -1.61819
99.3015, -1.62006
99.3066, -1.62192
99.3117, -1.62378
99.3168, -1.62564
99.3219, -1.6275
99.327, -1.62935
99.3321, -1.6312
99.3372, -1.63305
99.3423, -1.6349
99.3474, -1.63675
99.3525, -1.63859
99.3577, -1.64043
99.3628, -1.64227
99.3679, -1.64411
99.373, -1.64594
99.3781, -1.64777
99.3832, -1.6496
99.3883, -1.65143
99.3935, -1.65326
99.3986, -1.65508
99.4037, -1.6569
99.4088, -1.65872
99.4139, -1.66054
99.4191, -1.66235
99.4242, -1.66416
99.4293, -1.66597
99.4344, -1.66778
99.4395, -1.66958
99.4447, -1.67139
99.4498, -1.67319
99.4549, -1.67498
99.46, -1.67678
99.4652, -1.67857
99.4703, -1.68037
99.4754, -1.68216
99.4806, -1.68394
99.4857, -1.68573
99.4908, -1.68751
99.496, -1.68929
99.5011, -1.69107
99.5062, -1.69284
99.5114, -1.69462
99.5165, -1.69639
99.5216, -1.69816
99.5268, -1.69992
99.5319, -1.70169
99.5371, -1.70345
99.5422, -1.70521
99.5473, -1.70697
99.5525, -1.70872
99.5576, -1.71048
99.5628, -1.71223
99.5679, -1.71397
99.5731, -1.71572
99.5782, -1.71746
99.5833, -1.71921
99.5885, -1.72094
99.5936, -1.72268
99.5988, -1.72442
99.6039, -1.72615
99.6091, -1.72788
99.6142, -1.72961
99.6194, -1.73133
99.6245, -1.73305
99.6297, -1.73477
99.6348, -1.73649
99.64, -1.73821
99.6452, -1.73992
99.6503, -1.74163
99.6555, -1.74334
99.6606, -1.74505
99.6658, -1.74676
99.6709, -1.74846
99.6761, -1.75016
99.6813, -1.75186
99.6864, -1.75355
99.6916, -1.75524
99.6968, -1.75693
99.7019, -1.75862
99.7071, -1.76031
99.7122, -1.76199
99.7174, -1.76367
99.7226, -1.76535
99.7278, -1.76703
99.7329, -1.7687
99.7381, -1.77038
99.7433, -1.77205
99.7484, -1.77371
99.7536, -1.77538
99.7588, -1.77704
99.7639, -1.7787
99.7691, -1.78036
99.7743, -1.78201
99.7795, -1.78367
99.7846, -1.78532
99.7898, -1.78697
99.795, -1.78861
99.8002, -1.79026
99.8054, -1.7919
99.8105, -1.79354
99.8157, -1.79518
99.8209, -1.79681
99.8261, -1.79844
99.8313, -1.80007
99.8364, -1.8017
99.8416, -1.80332
99.8468, -1.80495
99.852, -1.80657
99.8572, -1.80819
99.8624, -1.8098
99.8676, -1.81141
99.8727, -1.81303
99.8779, -1.81463
99.8831, -1.81624
99.8883, -1.81784
99.8935, -1.81944
99.8987, -1.82104
99.9039, -1.82264
99.9091, -1.82423
99.9143, -1.82583
99.9195, -1.82742
99.9247, -1.829
99.9299, -1.83059
99.9351, -1.83217
99.9403, -1.83375
99.9455, -1.83533
99.9507, -1.8369
99.9559, -1.83848
99.9611, -1.84005
99.9663, -1.84161
99.9715, -1.84318
99.9767, -1.84474
99.9819, -1.8463
99.9871, -1.84786
99.9923, -1.84942
99.9975, -1.85097
100.003, -1.85252
100.008, -1.85407
100.013, -1.85562
100.018, -1.85716
100.024, -1.8587
100.029, -1.86024
100.034, -1.86178
100.039, -1.86331
100.044, -1.86485
100.05, -1.86638
100.055, -1.8679
100.06, -1.86943
100.065, -1.87095
100.07, -1.87247
100.076, -1.87399
100.081, -1.8755
100.086, -1.87701
100.091, -1.87852
100.097, -1.88003
100.102, -1.88154
100.107, -1.88304
100.112, -1.88454
100.117, -1.88604
100.123, -1.88753
100.128, -1.88903
100.133, -1.89052
100.138, -1.89201
100.144, -1.89349
100.149, -1.89498
100.154, -1.89646
100.159, -1.89794
100.164, -1.89941
100.17, -1.90088
100.175, -1.90236
100.18, -1.90382
100.185, -1.90529
100.191, -1.90675
100.196, -1.90822
100.201, -1.90967
100.206, -1.91113
100.212, -1.91258
100.217, -1.91404
100.222, -1.91549
100.227, -1.91693
100.232, -1.91838
100.238, -1.91982
100.243, -1.92126
100.248, -1.92269
100.253, -1.92413
100.259, -1.92556
100.264, -1.92699
100.269, -1.92842
100.274, -1.92984
100.28, -1.93126
100.285, -1.93268
100.29, -1.9341
100.295, -1.93551
100.301, -1.93692
100.306, -1.93833
100.311, -1.93974
100.316, -1.94115
100.322, -1.94255
100.327, -1.94395
100.332, -1.94534
100.337, -1.94674
100.343, -1.94813
100.348, -1.94952
100.353, -1.95091
100.358, -1.95229
100.364, -1.95367
100.369, -1.95505
100.374, -1.95643
100.379, -1.9578
100.385, -1.95918
100.39, -1.96055
100.395, -1.96191
100.4, -1.96328
100.406, -1.96464
100.411, -1.966
100.416, -1.96736
100.421, -1.96871
100.427, -1.97006
100.432, -1.97141
100.437, -1.97276
100.443, -1.9741
100.448, -1.97545
100.453, -1.97679
100.458, -1.97812
100.464, -1.97946
100.469, -1.98079
100.474, -1.98212
100.479, -1.98344
100.485, -1.98477
100.49, -1.98609
100.495, -1.98741
100.5, -1.98873
100.506, -1.99004
100.511, -1.99135
100.516, -1.99266
100.522, -1.99397
100.527, -1.99527
100.532, -1.99657
100.537, -1.99787
100.543, -1.99917
100.548, -2.00046
100.553, -2.00175
100.559, -2.00304
100.564, -2.00433
100.569, -2.00561
100.574, -2.00689
100.58, -2.00817
100.585, -2.00945
100.59, -2.01072
100.595, -2.01199
100.601, -2.01326
100.606, -2.01452
100.611, -2.01579
100.617, -2.01705
100.622, -2.01831
100.627, -2.01956
100.632, -2.02081
100.638, -2.02207
100.643, -2.02331
100.648, -2.02456
100.654, -2.0258
100.659, -2.02704
100.664, -2.02828
100.67, -2.02951
100.675, -2.03075
100.68, -2.03198
100.685, -2.0332
100.691, -2.03443
100.696, -2.03565
100.701, -2.03687
100.707, -2.03809
100.712, -2.0393
100.717, -2.04051
100.722, -2.04172
100.728, -2.04293
100.733, -2.04413
100.738, -2.04533
100.744, -2.04653
100.749, -2.04773
100.754, -2.04892
100.76, -2.05011
100.765, -2.0513
100.77, -2.05249
100.775, -2.05367
100.781, -2.05485
100.786, -2.05603
100.791, -2.0572
100.797, -2.05837
100.802, -2.05955
100.807, -2.06071
100.813, -2.06188
100.818, -2.06304
100.823, -2.0642
100.829, -2.06536
100.834, -2.06651
100.839, -2.06766
100.844, -2.06881
100.85, -2.06996
100.855, -2.0711
100.86, -2.07224
100.866, -2.07338
100.871, -2.07452
100.876, -2.07565
100.882, -2.07678
100.887, -2.07791
100.892, -2.07904
100.898, -2.08016
100.903, -2.08128
100.908, -2.0824
100.914, -2.08351
100.919, -2.08462
100.924, -2.08573
100.929, -2.08684
100.935, -2.08795
100.94, -2.08905
100.945, -2.09015
100.951, -2.09124
100.956, -2.09234
100.961, -2.09343
100.967, -2.09452
100.972, -2.0956
100.977, -2.09669
100.983, -2.09777
100.988, -2.09884
100.993, -2.09992
100.999, -2.10099
101.004, -2.10206
101.009, -2.10313
101.015, -2.10419
101.02, -2.10526
101.025, -2.10632
101.031, -2.10737
101.036, -2.10843
101.041, -2.10948
101.047, -2.11053
101.052, -2.11157
101.057, -2.11262
101.063, -2.11366
101.068, -2.11469
101.073, -2.11573
101.079, -2.11676
101.084, -2.11779
101.089, -2.11882
101.095, -2.11984
101.1, -2.12087
101.105, -2.12189
101.111, -2.1229
101.116, -2.12392
101.121, -2.12493
101.127, -2.12594
101.132, -2.12694
101.137, -2.12794
101.143, -2.12894
101.148, -2.12994
101.153, -2.13094
101.159, -2.13193
101.164, -2.13292
101.169, -2.13391
101.175, -2.13489
101.18, -2.13587
101.185, -2.13685
101.191, -2.13783
101.196, -2.1388
101.201, -2.13977
101.207, -2.14074
101.212, -2.1417
101.217, -2.14267
101.223, -2.14363
101.228, -2.14458
101.234, -2.14554
101.239, -2.14649
101.244, -2.14744
101.25, -2.14838
101.255, -2.14933
101.26, -2.15027
101.266, -2.15121
101.271, -2.15214
101.276, -2.15308
101.282, -2.15401
101.287, -2.15493
101.292, -2.15586
101.298, -2.15678
101.303, -2.1577
101.308, -2.15862
101.314, -2.15953
101.319, -2.16044
101.325, -2.16135
101.33, -2.16225
101.335, -2.16316
101.341, -2.16406
101.346, -2.16495
101.351, -2.16585
101.357, -2.16674
101.362, -2.16763
101.367, -2.16852
101.373, -2.1694
101.378, -2.17028
101.383, -2.17116
101.389, -2.17204
101.394, -2.17291
101.4, -2.17378
101.405, -2.17465
101.41, -2.17551
101.416, -2.17637
101.421, -2.17723
101.426, -2.17809
101.432, -2.17894
101.437, -2.17979
101.443, -2.18064
101.448, -2.18149
101.453, -2.18233
101.459, -2.18317
101.464, -2.18401
101.469, -2.18484
101.475, -2.18567
101.48, -2.1865
101.485, -2.18733
101.491, -2.18815
101.496, -2.18897
101.502, -2.18979
101.507, -2.19061
101.512, -2.19142
101.518, -2.19223
101.523, -2.19304
101.528, -2.19384
101.534, -2.19464
101.539, -2.19544
101.545, -2.19624
101.55, -2.19703
101.555, -2.19782
101.561, -2.19861
101.566, -2.1994
101.571, -2.20018
101.577, -2.20096
101.582, -2.20174
101.588, -2.20251
101.593, -2.20328
101.598, -2.20405
101.604, -2.20482
101.609, -2.20558
101.614, -2.20634
101.62, -2.2071
101.625, -2.20785
101.631, -2.2086
101.636, -2.20935
101.641, -2.2101
101.647, -2.21084
101.652, -2.21158
101.658, -2.21232
101.663, -2.21306
101.668, -2.21379
101.674, -2.21452
101.679, -2.21525
101.684, -2.21597
101.69, -2.2167
101.695, -2.21741
101.701, -2.21813
101.706, -2.21884
101.711, -2.21955
101.717, -2.22026
101.722, -2.22097
101.728, -2.22167
101.733, -2.22237
101.738, -2.22307
101.744, -2.22376
101.749, -2.22445
101.754, -2.22514
101.76, -2.22583
101.765, -2.22651
101.771, -2.22719
101.776, -2.22787
101.781, -2.22854
101.787, -2.22921
101.792, -2.22988
101.798, -2.23055
101.803, -2.23121
101.808, -2.23187
101.814, -2.23253
101.819, -2.23319
101.825, -2.23384
101.83, -2.23449
101.835, -2.23514
101.841, -2.23578
101.846, -2.23642
101.852, -2.23706
101.857, -2.23769
101.862, -2.23833
101.868, -2.23896
101.873, -2.23959
101.879, -2.24021
101.884, -2.24083
101.889, -2.24145
101.895, -2.24207
101.9, -2.24268
101.906, -2.24329
101.911, -2.2439
101.916, -2.2445
101.922, -2.24511
101.927, -2.2457
101.933, -2.2463
101.938, -2.2469
101.943, -2.24749
101.949, -2.24807
101.954, -2.24866
101.96, -2.24924
101.965, -2.24982
101.97, -2.2504
101.976, -2.25097
101.981, -2.25154
101.987, -2.25211
101.992, -2.25268
101.997, -2.25324
102.003, -2.2538
102.008, -2.25436
102.014, -2.25491
102.019, -2.25547
102.024, -2.25601
102.03, -2.25656
102.035, -2.2571
102.041, -2.25764
102.046, -2.25818
102.051, -2.25872
102.057, -2.25925
102.062, -2.25978
102.068, -2.26031
102.073, -2.26083
102.078, -2.26135
102.084, -2.26187
102.089, -2.26238
102.095, -2.2629
102.1, -2.2634
102.105, -2.26391
102.111, -2.26442
102.116, -2.26492
102.122, -2.26542
102.127, -2.26591
102.133, -2.2664
102.138, -2.26689
102.143, -2.26738
102.149, -2.26786
102.154, -2.26835
102.16, -2.26882
102.165, -2.2693
102.17, -2.26977
102.176, -2.27024
102.181, -2.27071
102.187, -2.27118
102.192, -2.27164
102.197, -2.2721
102.203, -2.27255
102.208, -2.27301
102.214, -2.27346
102.219, -2.27391
102.225, -2.27435
102.23, -2.27479
102.235, -2.27523
102.241, -2.27567
102.246, -2.2761
102.252, -2.27653
102.257, -2.27696
102.262, -2.27739
102.268, -2.27781
102.273, -2.27823
102.279, -2.27865
102.284, -2.27906
102.29, -2.27947
102.295, -2.27988
102.3, -2.28029
102.306, -2.28069
102.311, -2.28109
102.317, -2.28149
102.322, -2.28189
102.327, -2.28228
102.333, -2.28267
102.338, -2.28305
102.344, -2.28344
102.349, -2.28382
102.355, -2.2842
102.36, -2.28457
102.365, -2.28495
102.371, -2.28532
102.376, -2.28568
102.382, -2.28605
102.387, -2.28641
102.393, -2.28677
102.398, -2.28713
102.403, -2.28748
102.409, -2.28783
102.414, -2.28818
102.42, -2.28852
102.425, -2.28887
102.43, -2.28921
102.436, -2.28954
102.441, -2.28988
102.447, -2.29021
102.452, -2.29054
102.458, -2.29087
102.463, -2.29119
102.468, -2.29151
102.474, -2.29183
102.479, -2.29214
102.485, -2.29246
102.49, -2.29276
102.496, -2.29307
102.501, -2.29338
102.506, -2.29368
102.512, -2.29398
102.517, -2.29427
102.523, -2.29457
102.528, -2.29486
102.534, -2.29514
102.539, -2.29543
102.544, -2.29571
102.55, -2.29599
102.555, -2.29627
102.561, -2.29654
102.566, -2.29681
102.572, -2.29708
102.577, -2.29735
102.582, -2.29761
102.588, -2.29787
